word,language,sumvalue,weight,sentivalue
magsangkutsa,tagalog,Not Found,N/A,N/A
magsangla,tagalog,-0.3038,0.544411,-0.044411
magsanib,tagalog,0.9954,0.698749,-0.198749
magsanibsanib,tagalog,Not Found,N/A,N/A
magsaoras,tagalog,Not Found,N/A,N/A
magsapakatan,tagalog,Not Found,N/A,N/A
magsapalaran,tagalog,0.3781,0.625417,-0.125417
magsapanganib,tagalog,Not Found,N/A,N/A
magsapantaha,tagalog,Not Found,N/A,N/A
magsapat,tagalog,Not Found,N/A,N/A
magsapatos,tagalog,-0.3107,0.543592,-0.043592
magsapi,tagalog,Not Found,N/A,N/A
magsapin,tagalog,Not Found,N/A,N/A
magsapol,tagalog,Not Found,N/A,N/A
magsapot,tagalog,Not Found,N/A,N/A
magsapula,tagalog,Not Found,N/A,N/A
magsara,tagalog,-0.291,0.545932,-0.045932
magsarili,tagalog,0.4324,0.631868,-0.131868
magsarilinan,tagalog,Not Found,N/A,N/A
magsasabad,tagalog,Not Found,N/A,N/A
magsasabong,tagalog,-0.1176,0.566531,0.566531
magsasagot,tagalog,0.232,0.608061,-0.108061
magsasaka,tagalog,-0.4351,0.528814,-0.028814
magsasakate,tagalog,Not Found,N/A,N/A
magsasakyan,tagalog,Not Found,N/A,N/A
magsasamok,cebuano,Not Found,N/A,N/A
magsasapatos,tagalog,-0.1573,0.561815,-0.061815
magsasatsat,tagalog,Not Found,N/A,N/A
magsasaway,cebuano,Not Found,N/A,N/A
magsasaysay,cebuano,0.1513,0.287316,0.212684
magsasaysay,cebuano,0.1513,0.287316,0.212684
magsatsatan,tagalog,Not Found,N/A,N/A
magsauli,tagalog,0.3545,0.622614,-0.122614
magsaulo,tagalog,0.327,0.619347,-0.119347
magsawa,tagalog,0.6616,0.659095,-0.659095
magsawsaw,tagalog,-0.2936,0.545623,-0.045623
magsawsawan,tagalog,Not Found,N/A,N/A
magsaya,tagalog,0.7758,0.672662,0.672662
magsaya,tagalog,0.7758,0.672662,0.672662
magsayang,tagalog,0.4805,0.637582,-0.637582
magsayaw,cebuano,Not Found,N/A,N/A
magsayaw,tagalog,0.2324,0.608109,-0.108109
magsayawan,tagalog,0.2357,0.608501,-0.108501
magsaysay,tagalog,0.2892,0.614856,-0.114856
magseguro,tagalog,0.1418,0.597346,-0.097346
magsekretarya,tagalog,Not Found,N/A,N/A
magsekretaryo,tagalog,Not Found,N/A,N/A
magselos,tagalog,-0.1168,0.566626,-0.566626
magselyo,tagalog,Not Found,N/A,N/A
magsentimyento,tagalog,Not Found,N/A,N/A
magserb,tagalog,Not Found,N/A,N/A
magserbisyo,tagalog,0.0588,0.587486,-0.087486
magsermon,tagalog,0.1064,0.593141,-0.593141
magsesyon,tagalog,Not Found,N/A,N/A
magshooting,tagalog,0.0576,0.587344,-0.087344
magsibak,tagalog,-0.1303,0.565022,-0.565022
magsibilisa,tagalog,Not Found,N/A,N/A
magsiga,tagalog,0.0098,0.581665,-0.581665
magsigalot,tagalog,Not Found,N/A,N/A
magsigang,tagalog,Not Found,N/A,N/A
magsigarilyo,cebuano,Not Found,N/A,N/A
magsigarilyo,tagalog,-0.0398,0.575773,-0.575773
magsigawan,tagalog,0.2049,0.604842,-0.104842
magsigawan nang masaya,tagalog,Not Found,N/A,N/A
magsiguro,tagalog,0.4143,0.629718,-0.129718
magsikain,tagalog,-0.0232,0.577745,-0.077745
magsikante,tagalog,Not Found,N/A,N/A
magsikap,tagalog,1.1293,0.714656,-0.214656
magsikinang,tagalog,Not Found,N/A,N/A
magsikip,tagalog,0.1929,0.603417,-0.603417
magsiklab,tagalog,0.5198,0.64225,-0.64225
magsiksik,tagalog,0.7953,0.674978,-0.174978
magsiksikan,tagalog,0.3749,0.625037,-0.125037
magsikukak,tagalog,Not Found,N/A,N/A
magsikulate,tagalog,Not Found,N/A,N/A
magsilab,tagalog,Not Found,N/A,N/A
magsilang ng sanggol,tagalog,Not Found,N/A,N/A
magsilbe,tagalog,Not Found,N/A,N/A
magsilbi,tagalog,-0.2358,0.552489,-0.052489
magsilid,tagalog,Not Found,N/A,N/A
magsilid na muli,tagalog,Not Found,N/A,N/A
magsilong,tagalog,Not Found,N/A,N/A
magsima,tagalog,Not Found,N/A,N/A
magsimba,tagalog,-0.2024,0.556457,-0.056457
magsimento,tagalog,Not Found,N/A,N/A
magsimot,tagalog,Not Found,N/A,N/A
magsimpan,tagalog,-0.0782,0.571211,0.571211
magsimula,tagalog,0.7518,0.669811,-0.169811
magsindi,tagalog,0.2926,0.61526,-0.11526
magsinelas,tagalog,Not Found,N/A,N/A
magsingasing,tagalog,Not Found,N/A,N/A
magsingit,tagalog,0.6266,0.654938,-0.154938
magsingkaw,tagalog,Not Found,N/A,N/A
magsinlayo,tagalog,Not Found,N/A,N/A
magsinsel,tagalog,Not Found,N/A,N/A
magsintaas,tagalog,Not Found,N/A,N/A
magsintahan,tagalog,Not Found,N/A,N/A
magsinturon,tagalog,Not Found,N/A,N/A
magsinungaling,tagalog,0.0587,0.587474,-0.587474
magsipagwagi,tagalog,Not Found,N/A,N/A
magsiper,tagalog,Not Found,N/A,N/A
magsipilyo,tagalog,-0.4434,0.527828,-0.527828
magsirado,cebuano,Not Found,N/A,N/A
magsirko,tagalog,-0.0306,0.576866,-0.576866
magsisante,tagalog,-0.0445,0.575215,-0.575215
magsisi,tagalog,0.2571,0.611043,-0.111043
magsisigaw,tagalog,-0.2807,0.547155,-0.047155
magsisilbi,cebuano,Not Found,N/A,N/A
magsisinghot,tagalog,Not Found,N/A,N/A
magsiste,tagalog,Not Found,N/A,N/A
magsistihan,tagalog,Not Found,N/A,N/A
magsitsitan,tagalog,Not Found,N/A,N/A
magsiwalat,tagalog,0.3595,0.623208,-0.623208
magsiya,tagalog,Not Found,N/A,N/A
magsiyampu,tagalog,Not Found,N/A,N/A
magsiyasat,tagalog,-0.6667,0.501301,-0.001301
magsiyasat na mabuti,tagalog,Not Found,N/A,N/A
magsiyuting,tagalog,0.1908,0.603167,-0.103167
magsombra,tagalog,Not Found,N/A,N/A
magsonda,tagalog,Not Found,N/A,N/A
magsopas,tagalog,Not Found,N/A,N/A
magsuam,tagalog,Not Found,N/A,N/A
magsubasta,tagalog,Not Found,N/A,N/A
magsubo,tagalog,0.1329,0.596289,-0.596289
magsubo,tagalog,0.1329,0.596289,-0.596289
magsugal,tagalog,-0.0411,0.575619,-0.075619
magsugasog,tagalog,Not Found,N/A,N/A
magsugat,tagalog,-0.3766,0.535763,-0.535763
magsugo,tagalog,0.0605,0.587688,-0.087688
magsugod,cebuano,-0.006,0.279118,0.220882
magsugod sa,cebuano,Not Found,N/A,N/A
magsuguran,tagalog,Not Found,N/A,N/A
magsuhay,tagalog,Not Found,N/A,N/A
magsuka,tagalog,-0.7848,0.487271,-0.487271
magsuka,tagalog,-0.7848,0.487271,-0.487271
magsukat,tagalog,-0.1254,0.565604,-0.065604
magsukbit,tagalog,Not Found,N/A,N/A
magsuklay,tagalog,-0.6127,0.507716,-0.007716
magsuko,tagalog,0.7422,0.66867,-0.16867
magsukob,tagalog,Not Found,N/A,N/A
magsuksok,tagalog,-0.1393,0.563953,-0.063953
magsuksok ng banig,tagalog,Not Found,N/A,N/A
magsuksok sa baraha,tagalog,Not Found,N/A,N/A
magsulat,tagalog,1.2444,0.728329,-0.228329
magsulatan,tagalog,0.1392,0.597037,-0.097037
magsulit,tagalog,0.2228,0.606968,-0.106968
magsulittanong,tagalog,Not Found,N/A,N/A
magsulong,tagalog,-0.1323,0.564785,-0.064785
magsulot,tagalog,Not Found,N/A,N/A
magsulsi,tagalog,-0.4715,0.524489,-0.024489
magsulsol,tagalog,Not Found,N/A,N/A
magsulsol,tagalog,Not Found,N/A,N/A
magsuma,tagalog,Not Found,N/A,N/A
magsumamo,tagalog,0.2692,0.612481,0.612481
magsumbal,tagalog,Not Found,N/A,N/A
magsumbong,tagalog,0.7424,0.668694,-0.668694
magsumbrero,tagalog,Not Found,N/A,N/A
magsumikap,tagalog,0.3218,0.618729,-0.618729
magsumugod,tagalog,Not Found,N/A,N/A
magsumukot,tagalog,Not Found,N/A,N/A
magsungaw,tagalog,Not Found,N/A,N/A
magsungkad,tagalog,Not Found,N/A,N/A
magsungkal,tagalog,Not Found,N/A,N/A
magsuno,tagalog,Not Found,N/A,N/A
magsunod,cebuano,-0.3835,0.259444,0.240556
magsunog,tagalog,-0.3719,0.536321,-0.536321
magsunog ng bangkay,tagalog,Not Found,N/A,N/A
magsunong,tagalog,Not Found,N/A,N/A
magsuntukan,tagalog,-0.2479,0.551052,-0.051052
magsuob,tagalog,Not Found,N/A,N/A
magsuot,tagalog,-0.4211,0.530477,-0.030477
magsupling,tagalog,-0.0132,0.578933,-0.078933
magsuplong,tagalog,0.1663,0.600257,-0.600257
magsupot,tagalog,Not Found,N/A,N/A
magsuri,tagalog,0.8219,0.678138,-0.178138
magsusi,cebuano,-0.2193,0.268001,0.231999
magsusi,cebuano,-0.2193,0.268001,0.231999
magsusi,tagalog,Not Found,N/A,N/A
magsuso,tagalog,Not Found,N/A,N/A
magsusog,tagalog,0.4545,0.634493,0.634493
magsuson,tagalog,Not Found,N/A,N/A
magsustento,tagalog,0.1979,0.604011,0.604011
magsusubli,cebuano,Not Found,N/A,N/A
magsusugal,tagalog,0.5563,0.646586,-0.146586
magsusugid,cebuano,Not Found,N/A,N/A
magsusugilon,cebuano,Not Found,N/A,N/A
magsusugod,cebuano,Not Found,N/A,N/A
magsusugod,cebuano,Not Found,N/A,N/A
magsusugyot,cebuano,Not Found,N/A,N/A
magsusulat,cebuano,-0.5114,0.252778,0.247222
magsusulat,cebuano,-0.5114,0.252778,0.247222
magsusulat sa balaod,cebuano,Not Found,N/A,N/A
magsusulat sa kaagi,cebuano,Not Found,N/A,N/A
magsusumbrero,tagalog,Not Found,N/A,N/A
magsususi,cebuano,Not Found,N/A,N/A
magsususi,cebuano,Not Found,N/A,N/A
magsusuta,cebuano,Not Found,N/A,N/A
magsuun,cebuano,Not Found,N/A,N/A
magsuwagan,tagalog,Not Found,N/A,N/A
magsuwatan,tagalog,Not Found,N/A,N/A
magsuway,cebuano,Not Found,N/A,N/A
magsuway,cebuano,Not Found,N/A,N/A
magsuweldo,tagalog,Not Found,N/A,N/A
magsuyod,tagalog,Not Found,N/A,N/A
magtaan,tagalog,-0.2225,0.554069,-0.054069
magtaas,tagalog,-0.7417,0.492391,0.492391
magtabako,tagalog,Not Found,N/A,N/A
magtabako,tagalog,Not Found,N/A,N/A
magtaban,tagalog,Not Found,N/A,N/A
magtabas,tagalog,0.2198,0.606612,-0.106612
magtabas,tagalog,0.2198,0.606612,-0.106612
magtabi,tagalog,0.138,0.596895,-0.096895
magtabing,tagalog,Not Found,N/A,N/A
magtabingi,tagalog,Not Found,N/A,N/A
magtabla,tagalog,-0.0841,0.57051,-0.07051
magtabon,tagalog,Not Found,N/A,N/A
magtaboy,tagalog,0.1727,0.601017,-0.101017
magtadhana,tagalog,0.0808,0.5901,-0.0901
magtadtad,tagalog,-0.2138,0.555103,-0.555103
magtadyakan,tagalog,Not Found,N/A,N/A
magtae,tagalog,-0.1421,0.56362,-0.56362
magtagal,tagalog,0.1181,0.594531,-0.094531
magtagalog,tagalog,-0.0439,0.575286,-0.075286
magtagaltagal,tagalog,Not Found,N/A,N/A
magtagay,tagalog,-0.3118,0.543461,-0.043461
magtagayan,tagalog,-0.3872,0.534504,-0.034504
magtagilid,tagalog,Not Found,N/A,N/A
magtagis,tagalog,Not Found,N/A,N/A
magtaglay,tagalog,0.3694,0.624384,0.624384
magtagnitagni,tagalog,Not Found,N/A,N/A
magtago,cebuano,-0.5175,0.25246,-0.25246
magtago,tagalog,0.7867,0.673957,-0.673957
magtagpi,tagalog,0.0008,0.580596,-0.080596
magtagpo,tagalog,-0.1757,0.559629,-0.059629
magtaguan,tagalog,0.2705,0.612635,-0.112635
magtagubilin,tagalog,0.0752,0.589434,0.589434
magtagumpay,tagalog,0.4278,0.631321,0.631321
magtaguri,tagalog,Not Found,N/A,N/A
magtaguyod,tagalog,0.2938,0.615403,0.615403
magtahip,tagalog,Not Found,N/A,N/A
magtahitahi,tagalog,Not Found,N/A,N/A
magtaingangkawali,tagalog,Not Found,N/A,N/A
magtaka,tagalog,-0.6843,0.49921,0.00079
magtakal,tagalog,Not Found,N/A,N/A
magtakam,tagalog,-0.1943,0.557419,-0.557419
magtakas,tagalog,0.2979,0.61589,-0.11589
magtakda,tagalog,1.0054,0.699937,-0.699937
magtakip,tagalog,-0.6431,0.504104,-0.004104
magtakipan,tagalog,-0.3095,0.543734,-0.043734
magtaklema,tagalog,Not Found,N/A,N/A
magtaklis,tagalog,Not Found,N/A,N/A
magtaklob,tagalog,Not Found,N/A,N/A
magtakong,tagalog,Not Found,N/A,N/A
magtaksi,tagalog,Not Found,N/A,N/A
magtaksil,tagalog,-0.1801,0.559106,-0.559106
magtakwil,tagalog,0.3499,0.622067,-0.622067
magtala,tagalog,0.4936,0.639138,-0.139138
magtalad,tagalog,Not Found,N/A,N/A
magtalaga,tagalog,0.3116,0.617517,-0.117517
magtalakan,tagalog,Not Found,N/A,N/A
magtalaksan,tagalog,Not Found,N/A,N/A
magtalang,tagalog,Not Found,N/A,N/A
magtalaukan,tagalog,Not Found,N/A,N/A
magtali,tagalog,-0.5368,0.516732,-0.016732
magtalik,tagalog,-0.2567,0.550007,0.550007
magtalisay,cebuano,Not Found,N/A,N/A
magtalo,tagalog,-0.2472,0.551135,-0.551135
magtalo ang kalooban,tagalog,Not Found,N/A,N/A
magtalop,tagalog,-0.0968,0.569002,-0.069002
magtaltalan,tagalog,0.356,0.622792,-0.622792
magtalukbong,tagalog,-0.2085,0.555732,-0.055732
magtalumpati,tagalog,-0.4859,0.522779,-0.522779
magtalusira,tagalog,Not Found,N/A,N/A
magtama,tagalog,-0.2437,0.551551,0.551551
magtamad,tagalog,-0.3423,0.539838,-0.539838
magtamadtamaran,tagalog,Not Found,N/A,N/A
magtamasa,tagalog,-0.3494,0.538994,0.538994
magtamatama,tagalog,Not Found,N/A,N/A
magtambad,tagalog,Not Found,N/A,N/A
magtambak,tagalog,0.1484,0.59813,-0.09813
magtambal,tagalog,0.8195,0.677853,-0.177853
magtambol,tagalog,-0.1975,0.557039,-0.057039
magtamo,tagalog,0.8337,0.67954,0.67954
magtamongligaya,tagalog,Not Found,N/A,N/A
magtampisaw,tagalog,-0.2263,0.553618,-0.053618
magtampo,tagalog,0.309,0.617209,-0.617209
magtampok,tagalog,0.2642,0.611887,0.611887
magtanan,tagalog,-0.0003,0.580465,0.580465
magtanda,tagalog,-0.2398,0.552014,-0.052014
magtanda,tagalog,-0.2398,0.552014,-0.052014
magtandangtandangan,tagalog,Not Found,N/A,N/A
magtandisan,tagalog,Not Found,N/A,N/A
magtanggal,tagalog,-0.2732,0.548046,-0.048046
magtanggaltanggal,tagalog,Not Found,N/A,N/A
magtanggol,tagalog,0.4142,0.629706,0.629706
magtanghal,tagalog,0.1391,0.597025,-0.097025
magtanghalian,tagalog,-0.4433,0.527839,-0.027839
magtangi,tagalog,0.0387,0.585098,-0.585098
magtangka,tagalog,-0.2114,0.555388,-0.055388
magtangkakal,tagalog,Not Found,N/A,N/A
magtangkal,tagalog,Not Found,N/A,N/A
magtanikala ng mga paa,tagalog,Not Found,N/A,N/A
magtanim,tagalog,-0.6543,0.502774,-0.002774
magtaning,tagalog,Not Found,N/A,N/A
magtanod,tagalog,-0.3267,0.541691,-0.041691
magtanong,tagalog,-0.5812,0.511458,-0.011458
magtanungtanong,tagalog,Not Found,N/A,N/A
magtanyag,tagalog,0.069,0.588698,0.588698
magtaob,tagalog,Not Found,N/A,N/A
magtapa,tagalog,Not Found,N/A,N/A
magtapak,tagalog,Not Found,N/A,N/A
magtapal,tagalog,Not Found,N/A,N/A
magtapangtapangan,tagalog,Not Found,N/A,N/A
magtapat,tagalog,0.1928,0.603405,0.603405
magtapat,tagalog,0.1928,0.603405,0.603405
magtapatan,tagalog,-0.015,0.578719,-0.078719
magtapatan,tagalog,-0.015,0.578719,-0.078719
magtapi,tagalog,Not Found,N/A,N/A
magtapon,tagalog,0.033,0.584421,-0.584421
magtapon,tagalog,0.033,0.584421,-0.584421
magtapos,tagalog,0.146,0.597845,-0.097845
magtarang,tagalog,Not Found,N/A,N/A
magtarangka,tagalog,Not Found,N/A,N/A
magtarato,tagalog,Not Found,N/A,N/A
magtasa,tagalog,-0.3401,0.540099,-0.540099
magtasa,tagalog,-0.3401,0.540099,-0.540099
magtastas,tagalog,Not Found,N/A,N/A
magtatabako,tagalog,Not Found,N/A,N/A
magtatabang,cebuano,-0.5049,0.253117,0.253117
magtatag,tagalog,0.5894,0.650519,-0.150519
magtatagay og alak,cebuano,Not Found,N/A,N/A
magtatagay og alak sa bar o kantina,cebuano,Not Found,N/A,N/A
magtataho,cebuano,Not Found,N/A,N/A
magtataho,cebuano,Not Found,N/A,N/A
magtatak,tagalog,0.0991,0.592274,0.592274
magtatalak,tagalog,0.1944,0.603595,0.603595
magtatambag,cebuano,0.0294,0.280963,0.219037
magtatambag,cebuano,0.0294,0.280963,0.219037
magtatanaman,cebuano,Not Found,N/A,N/A
magtatanaw,cebuano,Not Found,N/A,N/A
magtatanaw,tagalog,Not Found,N/A,N/A
magtatanim,tagalog,-0.2384,0.55218,0.55218
magtatapos,tagalog,0.0261,0.583602,-0.083602
magtatarang,tagalog,Not Found,N/A,N/A
magtatu,tagalog,Not Found,N/A,N/A
magtatuwa,tagalog,Not Found,N/A,N/A
magtatwa,tagalog,0.2478,0.609938,-0.609938
magtawa,tagalog,-0.0935,0.569394,-0.569394
magtawag,tagalog,-0.0295,0.576997,0.576997
magtawagan,tagalog,0.1419,0.597358,-0.097358
magtawanan,tagalog,-0.0778,0.571259,-0.071259
magtawid,tagalog,0.3092,0.617232,-0.117232
magtawiddagat,tagalog,Not Found,N/A,N/A
magtawidgutom,tagalog,Not Found,N/A,N/A
magtaxi,tagalog,-0.0851,0.570392,-0.070392
magtaya,tagalog,0.3126,0.617636,-0.117636
magtayakad,tagalog,Not Found,N/A,N/A
magtayo,tagalog,1.04,0.704047,-0.204047
magtayom,tagalog,Not Found,N/A,N/A
magtayon,tagalog,Not Found,N/A,N/A
magtennis,tagalog,Not Found,N/A,N/A
magterno,tagalog,Not Found,N/A,N/A
magtestamento,tagalog,Not Found,N/A,N/A
magtetela,tagalog,Not Found,N/A,N/A
magtiayon,cebuano,0.0444,0.281744,0.218256
magtiayon,cebuano,0.0444,0.281744,0.218256
magtiayon,cebuano,0.0444,0.281744,0.218256
magtibag,tagalog,0.092,0.59143,-0.09143
magtigasloob,tagalog,Not Found,N/A,N/A
magtigil,tagalog,0.6073,0.652645,-0.152645
magtigil,tagalog,0.6073,0.652645,-0.152645
magtihaya,tagalog,Not Found,N/A,N/A
magtiim,tagalog,0.0574,0.58732,-0.08732
magtiis,tagalog,0.9289,0.690849,-0.690849
magtika,tagalog,-0.0739,0.571722,-0.071722
magtikin,tagalog,Not Found,N/A,N/A
magtiklop,tagalog,0.0333,0.584457,-0.084457
magtikom,tagalog,Not Found,N/A,N/A
magtikom ng bibig,tagalog,Not Found,N/A,N/A
magtikom ng labi,tagalog,Not Found,N/A,N/A
magtilad,tagalog,Not Found,N/A,N/A
magtimbang,tagalog,-0.4148,0.531225,-0.031225
magtimbog,tagalog,Not Found,N/A,N/A
magtimbre,tagalog,Not Found,N/A,N/A
magtimpi,tagalog,0.5253,0.642904,-0.642904
magtimpla,tagalog,0.0026,0.58081,-0.08081
magtina,tagalog,Not Found,N/A,N/A
magtinapay,tagalog,Not Found,N/A,N/A
magtinda,tagalog,-0.1052,0.568004,-0.068004
magtindatinda,tagalog,Not Found,N/A,N/A
magtindatindahan,tagalog,Not Found,N/A,N/A
magtindera,tagalog,Not Found,N/A,N/A
magtindero,tagalog,Not Found,N/A,N/A
magtindig,tagalog,0.5646,0.647572,-0.147572
magtinggal,tagalog,Not Found,N/A,N/A
magtingi,tagalog,0.3858,0.626332,-0.126332
magtinginan,tagalog,0.1981,0.604034,-0.104034
magtinginan,tagalog,0.1981,0.604034,-0.104034
magtinidor,tagalog,Not Found,N/A,N/A
magtinihik,cebuano,Not Found,N/A,N/A
magtipan,tagalog,Not Found,N/A,N/A
magtipid,tagalog,-0.0631,0.573005,-0.573005
magtipig,cebuano,Not Found,N/A,N/A
magtipon,tagalog,0.3217,0.618717,-0.118717
magtipuntipon,tagalog,Not Found,N/A,N/A
magtira,tagalog,0.3828,0.625976,-0.625976
magtirik,tagalog,0.0291,0.583958,-0.083958
magtirintas,tagalog,Not Found,N/A,N/A
magtisa,tagalog,Not Found,N/A,N/A
magtistis,tagalog,Not Found,N/A,N/A
magtistis,tagalog,Not Found,N/A,N/A
magtitigan,tagalog,-0.3748,0.535977,-0.035977
magtitigom,cebuano,Not Found,N/A,N/A
magtitik,tagalog,Not Found,N/A,N/A
magtitimaan,cebuano,Not Found,N/A,N/A
magtitina,cebuano,Not Found,N/A,N/A
magtitinapay,tagalog,-0.2345,0.552644,-0.052644
magtitinda,tagalog,-0.0475,0.574858,-0.074858
magtitingala,tagalog,Not Found,N/A,N/A
magtitingi,tagalog,0.1904,0.60312,-0.10312
magtitipig,cebuano,Not Found,N/A,N/A
magtitipon,tagalog,-0.0643,0.572863,-0.072863
magtitis,tagalog,-0.1475,0.562979,-0.062979
magtitulo,tagalog,Not Found,N/A,N/A
magtiwala,tagalog,0.6555,0.658371,0.658371
magtiwalag,tagalog,0.1256,0.595422,-0.595422
magtiwarik,tagalog,Not Found,N/A,N/A
magtiwasan,tagalog,Not Found,N/A,N/A
magtiwatiwalag,tagalog,Not Found,N/A,N/A
magtiyaga,tagalog,0.9029,0.687761,0.687761
magtiyakan,tagalog,Not Found,N/A,N/A
magtiyap,tagalog,Not Found,N/A,N/A
magtiyo,tagalog,-0.5015,0.520926,-0.020926
magtoka,tagalog,Not Found,N/A,N/A
magtono,tagalog,Not Found,N/A,N/A
magtornilyo,tagalog,Not Found,N/A,N/A
magtotal,tagalog,Not Found,N/A,N/A
magtotohanan,tagalog,Not Found,N/A,N/A
magtotoo,tagalog,Not Found,N/A,N/A
magtotroso,tagalog,-0.1912,0.557788,-0.057788
magtrabaho,tagalog,0.3199,0.618503,0.618503
magtraffic,tagalog,Not Found,N/A,N/A
magtrahe,tagalog,Not Found,N/A,N/A
magtraidor,tagalog,Not Found,N/A,N/A
magtrak,tagalog,Not Found,N/A,N/A
magtrangka,tagalog,Not Found,N/A,N/A
magtrapik,tagalog,Not Found,N/A,N/A
magtrato,tagalog,-0.0821,0.570748,-0.070748
magtrinsera,tagalog,Not Found,N/A,N/A
magtroso,tagalog,-0.4167,0.530999,-0.030999
magtruck,tagalog,Not Found,N/A,N/A
magtsamporado,tagalog,Not Found,N/A,N/A
magtsapa,tagalog,Not Found,N/A,N/A
magtsaperon,tagalog,Not Found,N/A,N/A
magtsek,tagalog,Not Found,N/A,N/A
magtses,tagalog,Not Found,N/A,N/A
magtsinelas,tagalog,-0.1708,0.560211,-0.060211
magtsismis,tagalog,0.0143,0.5822,-0.5822
magtsismisan,tagalog,-0.0125,0.579016,-0.579016
magtsoke,tagalog,Not Found,N/A,N/A
magtsokolate,tagalog,Not Found,N/A,N/A
magtsuper,tagalog,Not Found,N/A,N/A
magtubal,tagalog,Not Found,N/A,N/A
magtubig,tagalog,-0.3925,0.533874,-0.033874
magtubigtubig,tagalog,Not Found,N/A,N/A
magtubo,tagalog,-0.5122,0.519655,0.519655
magtubo,tagalog,-0.5122,0.519655,0.519655
magtubog,tagalog,0.1496,0.598273,-0.098273
magtudling,tagalog,Not Found,N/A,N/A
magtudyuhan,tagalog,Not Found,N/A,N/A
magtugma,tagalog,0.4044,0.628542,0.628542
magtugmatugma,tagalog,Not Found,N/A,N/A
magtugot,tagalog,Not Found,N/A,N/A
magtugtugan,tagalog,Not Found,N/A,N/A
magtugunan,tagalog,Not Found,N/A,N/A
magtuhog,tagalog,Not Found,N/A,N/A
magtukaki,tagalog,Not Found,N/A,N/A
magtukod,tagalog,Not Found,N/A,N/A
magtuksuhan,tagalog,Not Found,N/A,N/A
magtulad,tagalog,Not Found,N/A,N/A
magtulak,tagalog,0.0724,0.589102,-0.589102
magtulakan,tagalog,0.2624,0.611673,-0.111673
magtulay,tagalog,Not Found,N/A,N/A
magtuldik,tagalog,Not Found,N/A,N/A
magtuldok,tagalog,Not Found,N/A,N/A
magtuli,tagalog,-0.227,0.553535,-0.053535
magtuligsaan,tagalog,Not Found,N/A,N/A
magtulis,tagalog,Not Found,N/A,N/A
magtulisan,tagalog,Not Found,N/A,N/A
magtulog,tagalog,0.2852,0.614381,-0.114381
magtulong,tagalog,0.4069,0.628839,-0.128839
magtulot,tagalog,0.484,0.637998,0.637998
magtuloy,tagalog,0.1055,0.593034,-0.093034
magtulungan,tagalog,0.6115,0.653144,-0.153144
magtulungtulong,tagalog,Not Found,N/A,N/A
magtumba,tagalog,-0.2608,0.549519,-0.549519
magtumpak,tagalog,Not Found,N/A,N/A
magtumpok,tagalog,0.1796,0.601837,-0.101837
magtunaw,tagalog,-0.1583,0.561696,-0.561696
magtunel,tagalog,Not Found,N/A,N/A
magtungayaw,tagalog,Not Found,N/A,N/A
magtunggaan,tagalog,Not Found,N/A,N/A
magtunggali,tagalog,0.2662,0.612124,-0.112124
magtunggalian,tagalog,Not Found,N/A,N/A
magtungkod,tagalog,Not Found,N/A,N/A
magtungkos,tagalog,Not Found,N/A,N/A
magtungo,tagalog,0.9294,0.690909,-0.190909
magtungo,tagalog,0.9294,0.690909,-0.190909
magtunton,tagalog,Not Found,N/A,N/A
magtuod,cebuano,Not Found,N/A,N/A
magtuon,cebuano,0.0205,0.280499,0.219501
magtuos,tagalog,0.3044,0.616662,-0.116662
magtuos,tagalog,0.3044,0.616662,-0.116662
magtupada,tagalog,Not Found,N/A,N/A
magtupi,tagalog,0.1743,0.601207,-0.101207
magturing,tagalog,-0.0357,0.57626,-0.07626
magturing,tagalog,-0.0357,0.57626,-0.07626
magturnilyo,tagalog,Not Found,N/A,N/A
magturno,tagalog,0.2315,0.608002,0.608002
magturno,tagalog,0.2315,0.608002,0.608002
magturnuhan,tagalog,Not Found,N/A,N/A
magturo,cebuano,Not Found,N/A,N/A
magturo,tagalog,0.3211,0.618646,-0.118646
magturo,tagalog,0.3211,0.618646,-0.118646
magturok,tagalog,0.029,0.583946,-0.083946
magtusok,tagalog,Not Found,N/A,N/A
magtusta,tagalog,Not Found,N/A,N/A
magtustos,tagalog,-0.0256,0.57746,0.57746
magtutog,tagalog,Not Found,N/A,N/A
magtutok,tagalog,0.2095,0.605389,-0.105389
magtutop,tagalog,-0.0054,0.57986,-0.07986
magtutudlo,cebuano,-0.1967,0.269179,0.230821
magtutudlo,cebuano,-0.1967,0.269179,0.230821
magtutudlo,cebuano,-0.1967,0.269179,0.230821
magtutudlo,cebuano,-0.1967,0.269179,0.230821
magtutudlo,cebuano,-0.1967,0.269179,0.230821
magtutudlo,cebuano,-0.1967,0.269179,0.230821
magtutudlo,cebuano,-0.1967,0.269179,0.230821
magtutudlo,cebuano,-0.1967,0.269179,0.230821
magtutugway,cebuano,Not Found,N/A,N/A
magtutuki,cebuano,Not Found,N/A,N/A
magtutuki,cebuano,Not Found,N/A,N/A
magtutukod,cebuano,0.2232,0.291063,0.208937
magtutultol,cebuano,Not Found,N/A,N/A
magtutuon,cebuano,-0.2587,0.265948,0.234052
magtutuon,cebuano,-0.2587,0.265948,0.234052
magtutuon,cebuano,-0.2587,0.265948,0.234052
magtutupi,cebuano,Not Found,N/A,N/A
magtuwalya,tagalog,Not Found,N/A,N/A
magtuwang,tagalog,0.2439,0.609475,-0.109475
